Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_plus.B37_T1_HS	(1, 0.11806085518905982)	(2, 0.06307568809531286)	(3, 0.0)	(4, 0.018042834539033138)	(5, 0.0)	(6, 0.0)	(7, 0.00010068355602033058)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.002906171116993609)	(20, 0.014614474131493407)	(21, 0.0)	(22, 0.0)	(23, 0.0007081978940413083)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 3.924952183843395e-05)	(31, 0.0)	(32, 0.00390959367529792)	(33, 0.0)	(34, 0.0038583986468130067)	(35, 0.0)	(36, 0.0)	(37, 0.0034215344037417422)	(38, 0.0)	(39, 0.0)	(40, 0.00020307361299015827)	(41, 0.00012969407216178175)	(42, 0.0012576911997793836)	(43, 0.0)	(44, 0.00011604206456580471)	(45, 0.0005221892905461213)	(46, 0.0003737237079398711)	(47, 0.0001143355636163076)	(48, 0.0008293594614556044)	(49, 0.0023413193027100603)	(50, 1.8771510444468412e-05)	(51, 8.36185465253593e-05)
NeuN_plus.B38_T1_HS	(1, 0.11468183792894324)	(2, 0.062429731973697604)	(3, 0.0)	(4, 0.017427227320826244)	(5, 0.0)	(6, 0.0)	(7, 8.872802169932499e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0028497352851665557)	(20, 0.01439481669686696)	(21, 0.0)	(22, 0.0)	(23, 0.0007133037038573186)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 2.7836242101749017e-05)	(31, 0.0)	(32, 0.003944047552791563)	(33, 0.0)	(34, 0.003919690840952533)	(35, 0.0)	(36, 0.0)	(37, 0.0034464747252228)	(38, 0.0)	(39, 0.0)	(40, 0.00020181275523768036)	(41, 0.00011308473353835537)	(42, 0.001193478880112489)	(43, 0.0)	(44, 8.872802169932499e-05)	(45, 0.0004836547065178892)	(46, 0.00032707584469555094)	(47, 8.872802169932499e-05)	(48, 0.0007724557183235352)	(49, 0.0022843116174747786)	(50, 8.698825656796568e-06)	(51, 7.480990064845048e-05)
NeuN_plus.B39_T1_HS	(1, 0.08603585198419014)	(2, 0.04212773173788844)	(3, 0.01536702912341637)	(4, 0.0)	(5, 0.0)	(6, 0.0036136195981264787)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00041867583645334905)	(11, 0.0)	(12, 0.0)	(13, 2.0324069730745098e-05)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 4.064813946149019e-06)	(21, 0.0009389720215604234)	(22, 0.0001666573717921098)	(23, 3.455091854226667e-05)	(24, 0.0001707221857382588)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.00026218049952661174)	(29, 0.0034611890751458903)	(30, 0.0)	(31, 0.0)	(32, 4.064813946149019e-06)	(33, 0.011001418945252322)	(34, 0.00029673141806887845)	(35, 0.0)	(36, 0.0015690181832135215)	(37, 4.8777767353788236e-05)	(38, 0.0013332589743368785)	(39, 0.007345118800691278)	(40, 0.0007032128126837804)	(41, 5.2842581299937256e-05)	(42, 0.0026685503556468314)	(43, 0.002536443902396988)	(44, 3.2518511569192155e-05)	(45, 0.0)	(46, 0.00015039811600751373)	(47, 0.00048168045261865887)	(48, 0.002713263309054471)	(49, 0.0006584998592761412)	(50, 0.0011483099397870979)	(51, 0.001156439567679396)
NeuN_plus.B40_T2_HS	(1, 0.3594571438226776)	(2, 0.008591939476324095)	(3, 0.004881558855164808)	(4, 0.0)	(5, 0.0)	(6, 0.0007708882084862651)	(7, 0.002259879127588124)	(8, 0.0012459576893223087)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.00020124471063193513)	(14, 0.0)	(15, 0.0)	(16, 0.0011282900169856034)	(17, 5.4984893615282815e-06)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 2.419335319072444e-05)	(23, 0.0)	(24, 2.969184255225272e-05)	(25, 5.608459148758848e-05)	(26, 0.00046297280424068135)	(27, 9.897280850750906e-06)	(28, 0.004514259765814719)	(29, 0.0)	(30, 0.0)	(31, 0.002248882148865067)	(32, 0.0012602537616622823)	(33, 0.0)	(34, 0.0007356978765724841)	(35, 0.0024116374339663046)	(36, 0.0006169305063634732)	(37, 0.0006741147957233674)	(38, 0.0)	(39, 0.0020157461999362677)	(40, 0.003935818684981944)	(41, 0.004900253718994005)	(42, 0.0019662597956825135)	(43, 0.0)	(44, 0.0009325437957151965)	(45, 0.0)	(46, 0.0016220543616508431)	(47, 0.0023874440807755797)	(48, 0.01695954058669783)	(49, 0.020846972565298327)	(50, 0.008179552774209472)	(51, 0.0033903685403183386)
NeuN_plus.B41_T1_HS	(1, 0.08960835527125956)	(2, 0.04214665299152365)	(3, 0.016217272876800568)	(4, 0.0)	(5, 0.0)	(6, 0.0038734756478254542)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003702966937672177)	(11, 0.0)	(12, 0.0)	(13, 3.1001583664232183e-05)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 1.7223102035684547e-06)	(21, 0.0008577104813770905)	(22, 0.00014122943669261326)	(23, 4.305775508921136e-05)	(24, 0.00018256488157825616)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.00027040270196024735)	(29, 0.003584127533625954)	(30, 0.0)	(31, 0.0)	(32, 6.889240814273819e-06)	(33, 0.01096594906612035)	(34, 0.00034101742030655404)	(35, 1.7223102035684547e-06)	(36, 0.0014656859832367548)	(37, 7.750395916058046e-05)	(38, 0.0014002381955011535)	(39, 0.008253310495500035)	(40, 0.0007474826283487093)	(41, 5.511392651419055e-05)	(42, 0.0026661361951239677)	(43, 0.002645468472681146)	(44, 2.239003264638991e-05)	(45, 0.0)	(46, 0.00017050871015327702)	(47, 0.0005545838855490423)	(48, 0.0026678585053275363)	(49, 0.0007147587344809086)	(50, 0.0011660040078158437)	(51, 0.00132617885674771)
NeuN_plus.B45_T2_HS	(1, 0.9034096107171622)	(2, 0.008354470835926938)	(3, 0.0)	(4, 0.0028383898903540637)	(5, 0.0035783519684187176)	(6, 0.00019246488394105896)	(7, 0.0004391189099626102)	(8, 0.0)	(9, 0.0)	(10, 7.848082646140267e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 3.9240413230701336e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.005669305416283231)	(21, 0.0)	(22, 0.0)	(23, 0.00018872770172861122)	(24, 0.0)	(25, 1.3080137743567114e-05)	(26, 0.0)	(27, 0.0)	(28, 0.00395580737187594)	(29, 0.0004073528611568044)	(30, 0.0)	(31, 0.0001831219284099396)	(32, 0.0)	(33, 0.0018517737862678587)	(34, 5.045195986804459e-05)	(35, 0.0)	(36, 0.0006820357537717138)	(37, 0.0004017470878381328)	(38, 0.0)	(39, 0.0003793239945634463)	(40, 0.0005175997364240129)	(41, 3.737182212447747e-06)	(42, 0.0)	(43, 0.0)	(44, 0.00044846186549372957)	(45, 8.221800867385043e-05)	(46, 5.2320550974268455e-05)	(47, 2.055450216846261e-05)	(48, 0.00451077893042443)	(49, 0.001577090893652949)	(50, 0.0003849297678821179)	(51, 0.0016705204489641428)
NeuN_plus.B46_T2_HS	(1, 0.455192620399711)	(2, 0.00816284672779484)	(3, 0.0005319148243675835)	(4, 0.0003198928314378474)	(5, 0.0)	(6, 0.0)	(7, 0.003152432263297392)	(8, 0.003189629104162258)	(9, 0.0)	(10, 0.0)	(11, 2.7897630648649483e-05)	(12, 0.0028102213273406246)	(13, 0.0)	(14, 0.0003756880927351464)	(15, 0.00029013535874595467)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 2.0458262475676288e-05)	(20, 0.0025238056526811566)	(21, 0.0)	(22, 0.0)	(23, 0.0014079004267351773)	(24, 0.0)	(25, 0.0)	(26, 0.0008369289194594845)	(27, 0.0)	(28, 0.0060612252189299115)	(29, 0.015168871704692347)	(30, 0.0022987647654487174)	(31, 0.0)	(32, 0.0010675493328216536)	(33, 0.0)	(34, 0.0)	(35, 0.00010415115442162474)	(36, 0.0)	(37, 0.006568962096735332)	(38, 0.001549248422021668)	(39, 1.4878736345946391e-05)	(40, 0.0)	(41, 4.4636209037839173e-05)	(42, 0.006611738463729928)	(43, 0.012306574800140907)	(44, 0.0)	(45, 9.299210216216494e-06)	(46, 3.1617314735136085e-05)	(47, 0.008354410458248899)	(48, 0.00025665820196757525)	(49, 0.0)	(50, 0.012403286586389561)	(51, 0.0022969049234054743)
NeuN_plus.B47_T2_HS	(1, 0.3479176008329715)	(2, 0.010747687609985268)	(3, 0.004364250343877668)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00011382289214114673)	(9, 0.0)	(10, 0.0)	(11, 0.0032696795180819824)	(12, 9.199384433325559e-05)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.002231240529506589)	(19, 5.457261951972789e-05)	(20, 9.199384433325559e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.004694804496397162)	(27, 0.003751477787556152)	(28, 0.0009433267088410107)	(29, 0.0)	(30, 0.0)	(31, 0.00034302789412400393)	(32, 0.00028065918610145776)	(33, 0.0031324683604323812)	(34, 0.0)	(35, 0.0008638066061122645)	(36, 0.0)	(37, 0.0002572709205930029)	(38, 0.002524373457212556)	(39, 0.0025898606006362294)	(40, 0.0)	(41, 0.0)	(42, 0.007986313062287037)	(43, 0.0005581999368017882)	(44, 0.003818524148680389)	(45, 0.0034240420704377845)	(46, 0.0018601467167724394)	(47, 0.001113281438202449)	(48, 0.0)	(49, 0.003952616870928863)	(50, 9.355306203381924e-06)	(51, 0.0)
NeuN_plus.B50_T1_HS	(1, 0.3550751776129114)	(2, 0.008458893074346052)	(3, 0.004789218256955182)	(4, 0.0)	(5, 0.0)	(6, 0.000837760966876297)	(7, 0.0022499246665397057)	(8, 0.0012355077648628441)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.00017448837731834902)	(14, 0.0)	(15, 0.0)	(16, 0.0010274222465701545)	(17, 6.5026724466465485e-06)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 2.3843132304370678e-05)	(23, 0.0)	(24, 2.167557482215516e-05)	(25, 6.177538824314221e-05)	(26, 0.0004638573011941204)	(27, 8.670229928862064e-06)	(28, 0.00439905791015639)	(29, 0.0)	(30, 0.0)	(31, 0.002110117208936805)	(32, 0.0012387591010861673)	(33, 0.0)	(34, 0.0006437645722180082)	(35, 0.002405988805259223)	(36, 0.0005321353618839092)	(37, 0.0005798216264926505)	(38, 0.0)	(39, 0.0018695183284108826)	(40, 0.003946038396373346)	(41, 0.00489217723736042)	(42, 0.0018207482850610334)	(43, 0.0)	(44, 0.0008215042857596805)	(45, 0.0)	(46, 0.001491279547764275)	(47, 0.002390815902883714)	(48, 0.016369394105691576)	(49, 0.020777122245776828)	(50, 0.00799503577315193)	(51, 0.0033965625746317134)
NeuN_plus.B51_T1_HS	(1, 1.0355632748702552)	(2, 0.008628344244699628)	(3, 0.0)	(4, 0.003080021735503234)	(5, 0.0039407144673279096)	(6, 0.00023558619098155983)	(7, 0.000717467036171114)	(8, 0.0)	(9, 0.0)	(10, 8.56677058114763e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 3.078683177599929e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0059860309435769065)	(21, 0.0)	(22, 0.0)	(23, 0.0002958212966302541)	(24, 0.0)	(25, 2.8109715969390662e-05)	(26, 0.0)	(27, 0.0)	(28, 0.0040330749626559075)	(29, 0.00036944198131199155)	(30, 0.0)	(31, 0.00023692474888486415)	(32, 0.0)	(33, 0.001844532790753349)	(34, 6.692789516521586e-05)	(35, 0.0)	(36, 0.000578257014227465)	(37, 0.00044440122389703327)	(38, 0.0)	(39, 0.00038550467615164336)	(40, 0.0004899121926093801)	(41, 4.015673709912951e-06)	(42, 0.0)	(43, 5.354231613217269e-06)	(44, 0.0004644795924465981)	(45, 9.905328484451949e-05)	(46, 5.488087403547701e-05)	(47, 3.88181791958252e-05)	(48, 0.006280513682303857)	(49, 0.0016437491052577013)	(50, 0.0003868432340549476)	(51, 0.001746818063812134)
NeuN_plus.B52_T1_HS	(1, 0.38577930224610374)	(2, 0.01362717117782203)	(3, 0.0)	(4, 0.018080960581903484)	(5, 0.00307771854879415)	(6, 0.0)	(7, 0.00020602909293580672)	(8, 1.653319881583634e-05)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.000394253202531482)	(13, 0.0)	(14, 0.0)	(15, 0.00011446060718655929)	(16, 0.0)	(17, 0.00011446060718655929)	(18, 0.001454921495793598)	(19, 0.0)	(20, 0.0)	(21, 8.648134765206702e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.004386384824293811)	(26, 0.0)	(27, 0.0)	(28, 0.00039934034062866246)	(29, 0.0)	(30, 0.003833158556225441)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0021760233210689215)	(35, 0.0024952412366669925)	(36, 0.0)	(37, 0.000801224250305915)	(38, 0.0002416390596160696)	(39, 3.81535357288531e-05)	(40, 0.00040315569420154774)	(41, 1.526141429154124e-05)	(42, 0.001009796912290312)	(43, 0.00021493158460587244)	(44, 0.0010644836468350013)	(45, 0.002103531603184101)	(46, 0.0008381060015104731)	(47, 0.0010123404813389021)	(48, 0.0002416390596160696)	(49, 0.0)	(50, 0.0016825709256424216)	(51, 1.2717845242951033e-06)
NeuN_plus.B53_T1_HS	(1, 0.3791988308955385)	(2, 0.013871649327579021)	(3, 0.0)	(4, 0.018089876132922462)	(5, 0.003125499492390741)	(6, 0.0)	(7, 0.00019758904836952962)	(8, 1.496886730072194e-05)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0004161345109600699)	(13, 0.0)	(14, 0.0)	(15, 0.00011675716494563112)	(16, 0.0)	(17, 0.00011675716494563112)	(18, 0.0015223338044834211)	(19, 0.0)	(20, 0.0)	(21, 5.2391035552526784e-05)	(22, 0.0)	(23, 1.4968867300721938e-06)	(24, 0.0)	(25, 0.004348455950859724)	(26, 0.0)	(27, 0.0)	(28, 0.0004116438507698533)	(29, 0.0)	(30, 0.003817061161684094)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0021480324576535984)	(35, 0.0024803413117296252)	(36, 0.0)	(37, 0.0007978406271284793)	(38, 0.0002963835725542944)	(39, 4.490660190216582e-05)	(40, 0.0003727247957879763)	(41, 2.5447074411227297e-05)	(42, 0.0010044109958784423)	(43, 0.00020357659528981838)	(44, 0.0010298580702896695)	(45, 0.0021764733055249703)	(46, 0.0008352627953802842)	(47, 0.0010089016560686586)	(48, 0.00022902366970104567)	(49, 0.0)	(50, 0.0016555567234598464)	(51, 0.0)
NeuN_plus.B54_T1_HS	(1, 0.344434601922656)	(2, 0.002128332048776373)	(3, 0.0030127972141649707)	(4, 0.019465253203353832)	(5, 0.0051088392648398545)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.00024568476816349947)	(12, 0.003585593702226158)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0002386652033588281)	(18, 0.0006401843101860329)	(19, 0.0)	(20, 0.0005376986640378303)	(21, 0.0004295973660458905)	(22, 0.0012621177518799202)	(23, 0.0)	(24, 0.00400255585162364)	(25, 0.0)	(26, 0.01024435287593746)	(27, 8.423477765605696e-05)	(28, 0.0017211972901054306)	(29, 0.00814269517341884)	(30, 0.0)	(31, 9.125434246072837e-05)	(32, 0.005099011874113315)	(33, 0.0)	(34, 0.0032079411157348364)	(35, 0.009125434246072837)	(36, 3.22899981014885e-05)	(37, 0.010734318499303525)	(38, 4.352130178896277e-05)	(39, 0.0018798394546910044)	(40, 0.0029468133050010595)	(41, 0.0)	(42, 0.014324123940412487)	(43, 0.0)	(44, 0.00014039129609342828)	(45, 0.0012494825352315116)	(46, 0.0018882629324566101)	(47, 0.004815421456004589)	(48, 0.0)	(49, 4.773304067176561e-05)	(50, 4.211738882802848e-06)	(51, 0.0)
NeuN_plus.B55_T1_HS	(1, 0.3240921741347115)	(2, 0.001632314583722015)	(3, 0.0030162334699211143)	(4, 0.017064953396489262)	(5, 0.004562369954502526)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.00019432316472881128)	(12, 0.003538371364714181)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0002213594311258633)	(18, 0.0005593127610890134)	(19, 0.0)	(20, 0.0005086197615945408)	(21, 0.0003261249634144398)	(22, 0.0011625594550732363)	(23, 0.0)	(24, 0.004013195793312407)	(25, 0.0)	(26, 0.010023695766707032)	(27, 4.900323284465677e-05)	(28, 0.001515720684884728)	(29, 0.008249440784400493)	(30, 0.0)	(31, 8.448833249078753e-05)	(32, 0.005025366016552042)	(33, 0.0)	(34, 0.003063546936115955)	(35, 0.00898617904372016)	(36, 3.717486629594651e-05)	(37, 0.010172395231890816)	(38, 1.8587433147973255e-05)	(39, 0.0018367763483497206)	(40, 0.0030483390362676136)	(41, 0.0)	(42, 0.013011203203581278)	(43, 0.0)	(44, 7.097019929226152e-05)	(45, 0.0011659389883728678)	(46, 0.0013163282202064697)	(47, 0.00468403315328926)	(48, 0.0)	(49, 2.7036266397052004e-05)	(50, 6.759066599263001e-06)	(51, 0.0)
NeuN_plus.B56_T1_HS	(1, 0.5096880814927001)	(2, 0.002779734188157395)	(3, 0.0015974384357270643)	(4, 0.011344682543546697)	(5, 0.005563294576160843)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0014616083411921883)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 2.6783398922369944e-05)	(18, 0.0)	(19, 0.0)	(20, 6.887159722895128e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0011344682543546697)	(25, 0.000572016876984901)	(26, 7.652399692105699e-06)	(27, 0.0011402075541237491)	(28, 0.005106063694557527)	(29, 0.0)	(30, 0.0003175745872223865)	(31, 0.0008092412674401777)	(32, 0.0)	(33, 0.00012626459491974404)	(34, 0.0)	(35, 0.0012913424480428366)	(36, 0.0029174773826152974)	(37, 0.0)	(38, 9.565499615132124e-06)	(39, 0.0035889754555975726)	(40, 0.00017409209299540463)	(41, 0.0)	(42, 0.0018117056271060238)	(43, 0.004702399610798952)	(44, 0.0025884241958547527)	(45, 0.0012282101505829647)	(46, 9.565499615132124e-05)	(47, 0.0)	(48, 0.0)	(49, 0.0017313554303389144)	(50, 0.00033670558645265073)	(51, 5.7392997690792736e-06)
NeuN_plus.B57_T2_HS	(1, 0.5496314564539839)	(2, 0.0037227237834769602)	(3, 0.0)	(4, 0.01185232874523771)	(5, 0.0)	(6, 0.0008866121340864021)	(7, 0.0)	(8, 0.0)	(9, 1.3962395812384285e-05)	(10, 0.0)	(11, 0.0)	(12, 0.00010646326806943018)	(13, 0.0)	(14, 2.6179492148220534e-05)	(15, 8.726497382740179e-06)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 1.221709633583625e-05)	(21, 0.00041189067646533637)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 2.6179492148220534e-05)	(27, 0.0010401984880226292)	(28, 2.792479162476857e-05)	(29, 0.0005951471215028802)	(30, 0.0)	(31, 0.0)	(32, 0.0)	(33, 0.0002740120178180416)	(34, 0.0)	(35, 0.0014049660786211687)	(36, 0.002347427795957108)	(37, 0.01640232448059844)	(38, 0.029478108158896323)	(39, 0.012255492924320306)	(40, 0.00757983562664812)	(41, 0.019695704592844584)	(42, 0.01499910370145382)	(43, 0.019070887380240386)	(44, 0.026896810233081776)	(45, 0.01550524054965275)	(46, 0.01413867105951564)	(47, 0.01647388175913691)	(48, 0.01793993331943726)	(49, 0.006612939716640507)	(50, 0.013368993990357955)	(51, 0.005934018220263322)
NeuN_plus.B58_T1_HS	(1, 0.45392250897333786)	(2, 0.008543461179466898)	(3, 0.0005281868313117492)	(4, 0.00039496463350314776)	(5, 0.0)	(6, 0.0)	(7, 0.003485719622662701)	(8, 0.003172255627818933)	(9, 0.0)	(10, 0.0)	(11, 2.9779079510157966e-05)	(12, 0.002962234751273608)	(13, 0.0)	(14, 0.00037458947383830284)	(15, 0.00032913719458595647)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 1.4105879767969563e-05)	(20, 0.0026832517958626546)	(21, 0.0)	(22, 0.0)	(23, 0.0014293958164875824)	(24, 0.0)	(25, 0.0)	(26, 0.0008620259858203622)	(27, 0.0)	(28, 0.0058555074236815875)	(29, 0.016296993091927503)	(30, 0.002278883242514194)	(31, 0.0)	(32, 0.0011174991416180332)	(33, 0.0)	(34, 0.0)	(35, 0.0001394914777054768)	(36, 0.0)	(37, 0.006606253691332413)	(38, 0.0015673199742188403)	(39, 1.8807839690626084e-05)	(40, 0.0)	(41, 6.58274389171913e-05)	(42, 0.00689150592664024)	(43, 0.013268930901736703)	(44, 0.0)	(45, 7.836599871094202e-06)	(46, 2.6644439561720286e-05)	(47, 0.008418075581529391)	(48, 0.00023823263608126373)	(49, 0.0)	(50, 0.013176459023257791)	(51, 0.0021848440440610634)
NeuN_plus.B60_T1_HS	(1, 0.6725830799892615)	(2, 0.0022090621267985447)	(3, 3.9182141698567456e-05)	(4, 0.004530266245355059)	(5, 0.0)	(6, 0.0027400477022308553)	(7, 0.00030805270025080624)	(8, 0.0)	(9, 4.053325003300082e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0007404073672694816)	(13, 0.0)	(14, 0.0)	(15, 0.00013375972510890272)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 3.647992502970074e-05)	(20, 1.2159975009900245e-05)	(21, 0.0)	(22, 0.0)	(23, 0.00031480824192297305)	(24, 0.0)	(25, 9.457758341033525e-06)	(26, 5.4044333377334425e-05)	(27, 0.0)	(28, 0.0004215458003432085)	(29, 0.0)	(30, 6.755541672166803e-06)	(31, 0.0007768872922991824)	(32, 0.000955233592444386)	(33, 0.00019996403349613738)	(34, 5.539544171176779e-05)	(35, 0.0)	(36, 0.0005728699337997449)	(37, 4.053325003300082e-05)	(38, 0.0010268423341693541)	(39, 0.00040533250033000817)	(40, 0.00017699519181077025)	(41, 4.728879170516763e-05)	(42, 0.0014700058678634965)	(43, 0.0006201587255049125)	(44, 0.00017969740847963698)	(45, 6.755541672166803e-06)	(46, 0.0034169529777819696)	(47, 0.0002648172335489387)	(48, 0.0019010094265477385)	(49, 0.00019455960015840392)	(50, 8.782204173816845e-05)	(51, 0.0013848860427941947)
NeuN_plus.B61_T1_HS	(1, 0.6604693750117298)	(2, 0.0019754387474577215)	(3, 3.4090223616436614e-05)	(4, 0.003990350385418686)	(5, 0.0)	(6, 0.002599828106327192)	(7, 0.0002888697895919102)	(8, 0.0)	(9, 2.332488984282505e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0006835986946243342)	(13, 0.0)	(14, 1.794222295601927e-06)	(15, 0.00012918400528333872)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 1.614800066041734e-05)	(20, 5.382666886805781e-06)	(21, 0.0)	(22, 0.0)	(23, 0.00029604667877431795)	(24, 0.0)	(25, 3.588444591203854e-06)	(26, 6.100355805046551e-05)	(27, 0.0)	(28, 0.0004503497961960837)	(29, 0.0)	(30, 5.382666886805781e-06)	(31, 0.0007069235844671592)	(32, 0.0008684035910713325)	(33, 0.0001937760079250081)	(34, 6.459200264166936e-05)	(35, 0.0)	(36, 0.0004844400198125203)	(37, 2.1530667547223125e-05)	(38, 0.0009563204835558271)	(39, 0.00035525601452918154)	(40, 0.00013456667217014452)	(41, 3.4090223616436614e-05)	(42, 0.001282868941355378)	(43, 0.00044496712930927785)	(44, 0.00013994933905695032)	(45, 8.971111478009635e-06)	(46, 0.0033264881360459725)	(47, 0.00020812978628982352)	(48, 0.0019269947454764696)	(49, 0.00014712622823935802)	(50, 7.176889182407708e-05)	(51, 0.0013223418318586203)
NeuN_plus.B62_T1_HS	(1, 0.671427054745678)	(2, 0.002285873287892299)	(3, 3.645246439163799e-05)	(4, 0.004240636690893886)	(5, 0.0)	(6, 0.0026686241640044976)	(7, 0.000308327094645938)	(8, 0.0)	(9, 2.8858200976713408e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0007123419083199257)	(13, 0.0)	(14, 0.0)	(15, 0.0001321401834196877)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 2.430164292775866e-05)	(20, 9.113116097909497e-06)	(21, 0.0)	(22, 0.0)	(23, 0.0002946574204990737)	(24, 0.0)	(25, 3.0377053659698324e-06)	(26, 6.0754107319396643e-05)	(27, 0.0)	(28, 0.00038730743416115357)	(29, 0.0)	(30, 3.0377053659698324e-06)	(31, 0.0007047476449050011)	(32, 0.0008961230829611004)	(33, 0.00019441314342206928)	(34, 7.898033951521564e-05)	(35, 0.0)	(36, 0.0005847582829491927)	(37, 2.8858200976713408e-05)	(38, 0.0009325755473527384)	(39, 0.00040249596099100276)	(40, 0.0001685926478113257)	(41, 4.252787512357765e-05)	(42, 0.0013305149502947865)	(43, 0.0005634943453874039)	(44, 0.00016707379512834078)	(45, 9.113116097909497e-06)	(46, 0.0034295693581799405)	(47, 0.0002612426614734056)	(48, 0.0019350183181227833)	(49, 0.00018226232195818994)	(50, 9.113116097909497e-05)	(51, 0.0013350715083437412)
NeuN_plus.B65_T1_HS	(1, 0.3542524426632461)	(2, 0.0170802488688456)	(3, 0.0026187573490885708)	(4, 0.07846973683534282)	(5, 0.01033132741141398)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.071834762598911e-06)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.00030600069734346765)	(20, 8.45305793766485e-06)	(21, 5.4099570801055054e-05)	(22, 0.0)	(23, 0.0)	(24, 0.010351614750464377)	(25, 0.0023482594950832957)	(26, 0.0)	(27, 0.0001487738197029014)	(28, 0.008353311854000407)	(29, 0.006997441360798965)	(30, 0.0)	(31, 0.008688052948331934)	(32, 0.003945887445301953)	(33, 0.0)	(34, 0.012035463891647216)	(35, 0.008047311156656939)	(36, 0.008980528752975137)	(37, 0.009024484654250996)	(38, 0.0)	(39, 0.010287371510138124)	(40, 0.0)	(41, 0.0037835887328987873)	(42, 0.0003905312767201162)	(43, 0.0)	(44, 0.0019070098707371906)	(45, 0.00029247580464320384)	(46, 0.012524050640444243)	(47, 0.004568032509514086)	(48, 0.00790022794854157)	(49, 0.00973285090942731)	(50, 0.00926624211126821)	(51, 0.01082498599497361)
