Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_plus.B35_T3_HS	(1, 31.537295882603186)	(2, 31.59228329010057)	(3, 35.600366170940475)	(4, 36.10368660555514)	(5, 36.38274768331567)	(6, 40.0274365035539)	(7, 40.11389005213392)	(8, 40.15729984258531)	(9, 40.15339394175736)	(10, 40.0908835263174)	(11, 40.18952776958359)	(12, 40.11116957743835)	(13, 40.15566482618347)	(14, 40.098404883078295)	(15, 40.147971236904475)	(16, 40.13337772633792)	(17, 40.12283603213542)	(18, 40.1214182174711)	(19, 40.113401832367266)	(20, 40.117228048390714)	(21, 40.121758116276496)	(22, 40.10958489150014)	(23, 40.09788488316065)	(24, 40.053019484331074)	(25, 40.05944963423982)	(26, 40.00165674676807)	(27, 39.99196182337505)	(28, 39.98168955717489)	(29, 39.978930799526424)	(30, 39.936997940120285)	(31, 39.949994778392764)	(32, 39.9189821007218)	(33, 39.92101444035837)	(34, 39.92441972736463)	(35, 39.87495955878958)	(36, 39.897861448611856)	(37, 39.89577123607685)	(38, 39.892620985291906)	(39, 39.87767744459536)	(40, 39.87135892272178)	(41, 39.86468998340399)	(42, 39.85428158644802)	(43, 39.84432638789923)	(44, 39.837335284690326)	(45, 39.82175098357936)	(46, 39.80385197038057)	(47, 39.79437188406984)	(48, 39.78110712628199)	(49, 39.77743141241041)	(50, 39.76299792377155)	(51, 39.53674161556956)
NeuN_plus.B36_T3_HS	(1, 31.45016141763166)	(2, 31.669987841587652)	(3, 35.7207023934423)	(4, 36.21544596370126)	(5, 36.45136537009619)	(6, 40.04500992773589)	(7, 40.152823815780444)	(8, 40.21721329679273)	(9, 40.24735390294841)	(10, 40.18570094717954)	(11, 40.23190874817379)	(12, 40.18699694568916)	(13, 40.15065547569788)	(14, 40.16951984076402)	(15, 40.19342104876112)	(16, 40.1917665731907)	(17, 40.17557593124614)	(18, 40.136601846313745)	(19, 40.16151747281516)	(20, 40.15133497406532)	(21, 40.172080044515475)	(22, 40.15146474550678)	(23, 40.14175792012708)	(24, 40.14307409277653)	(25, 40.13916484453901)	(26, 40.094381367233076)	(27, 40.07429388059263)	(28, 40.06729038995166)	(29, 40.05605792895173)	(30, 40.04972697500662)	(31, 40.044031910929824)	(32, 40.03771806700854)	(33, 39.91715510310138)	(34, 39.95682964495475)	(35, 39.98008390775295)	(36, 40.00009780658319)	(37, 40.001067783148834)	(38, 39.9532298479218)	(39, 39.974909228627176)	(40, 39.975907591163576)	(41, 39.982857619108316)	(42, 39.89516837930324)	(43, 39.942365325972915)	(44, 39.95626547991411)	(45, 39.94499423946189)	(46, 39.932845411670115)	(47, 39.92211419102435)	(48, 39.9228962269701)	(49, 39.913222567582146)	(50, 39.89807433790581)	(51, 39.68817077176503)
NeuN_plus.B37_T1_HS	(1, 31.524316529304716)	(2, 31.439195494018374)	(3, 35.2243531678801)	(4, 35.82327527362036)	(5, 36.15927280192439)	(6, 39.66501050180684)	(7, 39.78265338371834)	(8, 39.841739170203674)	(9, 39.86656039716421)	(10, 39.80707452153126)	(11, 39.894868432189796)	(12, 39.81562535409895)	(13, 39.8705062881147)	(14, 39.834237016599474)	(15, 39.86013393643352)	(16, 39.84296756078215)	(17, 39.795609667942216)	(18, 39.79081999759725)	(19, 39.7843276317999)	(20, 39.77889007130444)	(21, 39.78768467753275)	(22, 39.78877613847504)	(23, 39.769538360776146)	(24, 39.75581986790318)	(25, 39.74601081512042)	(26, 39.663750660415865)	(27, 39.64506367296343)	(28, 39.630692136307104)	(29, 39.61854202019678)	(30, 39.574689024331974)	(31, 39.506078778227234)	(32, 39.53277024490336)	(33, 39.53460567199959)	(34, 39.55894206497536)	(35, 39.56394928006138)	(36, 39.56768970829756)	(37, 39.57048941082031)	(38, 39.55648373090255)	(39, 39.54908703905703)	(40, 39.537550921988334)	(41, 39.52515355095544)	(42, 39.5220895114356)	(43, 39.50230476605237)	(44, 39.49028714267577)	(45, 39.487196857171334)	(46, 39.4807760620238)	(47, 39.46757591881424)	(48, 39.45714798639714)	(49, 39.45859008208952)	(50, 39.4401436088809)	(51, 39.21233260932186)
NeuN_plus.B38_T1_HS	(1, 31.496021948737717)	(2, 31.40919568170113)	(3, 35.18757079430525)	(4, 35.77796583285697)	(5, 36.14200321393772)	(6, 39.64459716025445)	(7, 39.77083643192752)	(8, 39.83186848878764)	(9, 39.83104580604997)	(10, 39.78267141040306)	(11, 39.879627703484104)	(12, 39.800305356616796)	(13, 39.85647680545997)	(14, 39.81513481883643)	(15, 39.848153542902075)	(16, 39.828485724261526)	(17, 39.78414647026968)	(18, 39.77947690586181)	(19, 39.776127544826224)	(20, 39.76912935698298)	(21, 39.775902541001784)	(22, 39.776429341883556)	(23, 39.758453253459095)	(24, 39.74346952626526)	(25, 39.733149570061414)	(26, 39.65198980504592)	(27, 39.631516527342505)	(28, 39.61622814987652)	(29, 39.60385024289644)	(30, 39.561212113852385)	(31, 39.49257738775414)	(32, 39.52053076824218)	(33, 39.520782320882525)	(34, 39.54685889493981)	(35, 39.54999543050688)	(36, 39.55129334748783)	(37, 39.55457938107264)	(38, 39.53974642192509)	(39, 39.52909420537645)	(40, 39.515767900230315)	(41, 39.500835339529)	(42, 39.49407840491652)	(43, 39.47383990851758)	(44, 39.45978805172106)	(45, 39.45432520660624)	(46, 39.447268110315655)	(47, 39.43695433027802)	(48, 39.42373874378484)	(49, 39.425610939838)	(50, 39.40762919717685)	(51, 39.1779446912311)
NeuN_plus.B39_T1_HS	(1, 31.509983122079532)	(2, 31.388196926577915)	(3, 35.163224799007146)	(4, 35.742276142159874)	(5, 36.130817846256704)	(6, 39.639610526599895)	(7, 39.78386811109559)	(8, 39.85280605488182)	(9, 39.795790312019996)	(10, 39.74820199052313)	(11, 39.84304155882038)	(12, 39.781291222294435)	(13, 39.822997514122385)	(14, 39.77350202257012)	(15, 39.83044510688266)	(16, 39.79403447498782)	(17, 39.79503954088414)	(18, 39.80390790806301)	(19, 39.803222722700184)	(20, 39.807440597215475)	(21, 39.813472273009815)	(22, 39.787877968757186)	(23, 39.780897829600725)	(24, 39.76054876126421)	(25, 39.744412364481136)	(26, 39.676485604136225)	(27, 39.649717279995606)	(28, 39.633775933309735)	(29, 39.621276793017884)	(30, 39.60425036457316)	(31, 39.60048827764565)	(32, 39.58604906262951)	(33, 39.57994104962926)	(34, 39.5679916957477)	(35, 39.57092029257555)	(36, 39.56013473557491)	(37, 39.55321812946042)	(38, 39.54087589098689)	(39, 39.512886903218245)	(40, 39.50544447277168)	(41, 39.49727663562829)	(42, 39.48043633501416)	(43, 39.46695196511804)	(44, 39.45531078510581)	(45, 39.43615658915283)	(46, 39.434904809374046)	(47, 39.41325550867651)	(48, 39.40054373796713)	(49, 39.38025860915399)	(50, 39.37809718498627)	(51, 39.12967738140783)
NeuN_plus.B40_T2_HS	(1, 31.522483471458504)	(2, 31.518216643713956)	(3, 35.44835236501629)	(4, 35.96298067257896)	(5, 36.27434073744882)	(6, 39.86334447132998)	(7, 39.988574106115806)	(8, 40.032584036959435)	(9, 40.019121568597605)	(10, 39.954872116299384)	(11, 40.05749652657678)	(12, 39.98357740889341)	(13, 40.04490109300841)	(14, 39.98047449037993)	(15, 40.03330466897516)	(16, 40.00919438696171)	(17, 40.00358602678576)	(18, 40.0015047056017)	(19, 40.020164588041574)	(20, 40.01508852562374)	(21, 40.01391882098488)	(22, 40.00182725798462)	(23, 39.989748968337686)	(24, 39.97524089624189)	(25, 39.96968903854262)	(26, 39.90516179156487)	(27, 39.87933173603684)	(28, 39.86390850636869)	(29, 39.868464862569056)	(30, 39.84512612858281)	(31, 39.84699245883284)	(32, 39.841856462880955)	(33, 39.82864130557363)	(34, 39.81535414004963)	(35, 39.797360399595895)	(36, 39.80223964908553)	(37, 39.79382477196363)	(38, 39.77772144514333)	(39, 39.77330378283862)	(40, 39.757090750158575)	(41, 39.759063619138466)	(42, 39.75036214975406)	(43, 39.74077846974556)	(44, 39.724889331079844)	(45, 39.7100251218281)	(46, 39.69637558386122)	(47, 39.68558003679743)	(48, 39.67217078281564)	(49, 39.655393550142215)	(50, 39.650374320110416)	(51, 39.42656960454656)
NeuN_plus.B41_T1_HS	(1, 31.51815364901557)	(2, 31.398982975824794)	(3, 35.196038342069755)	(4, 35.76067414665988)	(5, 36.154882499692135)	(6, 39.68659074723289)	(7, 39.82264374616248)	(8, 39.89426100405518)	(9, 39.82931408134988)	(10, 39.78734585969544)	(11, 39.88119562774332)	(12, 39.815648342147256)	(13, 39.85863367409241)	(14, 39.80711336504106)	(15, 39.8677000011195)	(16, 39.82992927333149)	(17, 39.83257847921731)	(18, 39.84326302001927)	(19, 39.838479665114)	(20, 39.84342121421147)	(21, 39.850398792316085)	(22, 39.826826152591515)	(23, 39.81946661775306)	(24, 39.79882104421945)	(25, 39.78540896686361)	(26, 39.71936405418043)	(27, 39.69412542379595)	(28, 39.678150324956874)	(29, 39.66691466211288)	(30, 39.649222402777745)	(31, 39.64329412494155)	(32, 39.62815109138492)	(33, 39.622159156963605)	(34, 39.61292306181974)	(35, 39.61345802859207)	(36, 39.60472371130292)	(37, 39.598493185249104)	(38, 39.585328844992944)	(39, 39.559483203600315)	(40, 39.55288270809167)	(41, 39.541505591910656)	(42, 39.52654911899527)	(43, 39.51116985337112)	(44, 39.49965676079953)	(45, 39.48020790006467)	(46, 39.47913388464483)	(47, 39.46123830659016)	(48, 39.44491106420686)	(49, 39.425084087489914)	(50, 39.42379857237707)	(51, 39.181948036178845)
NeuN_plus.B45_T2_HS	(1, 31.335820783128028)	(2, 31.504745623460654)	(3, 35.43226243255881)	(4, 35.91916551486711)	(5, 36.26480723913123)	(6, 39.84598160230043)	(7, 40.010243579072494)	(8, 40.03697353193019)	(9, 39.99753291784836)	(10, 39.95343633530717)	(11, 40.056697725640596)	(12, 39.99155852756217)	(13, 40.04203694668028)	(14, 39.98874328951562)	(15, 40.04204565431483)	(16, 40.03743184127081)	(17, 39.98551541049508)	(18, 39.97937507063274)	(19, 39.984189215329266)	(20, 39.981691376168015)	(21, 39.97173214060415)	(22, 39.95640535840175)	(23, 39.81487421317366)	(24, 39.90179920284409)	(25, 39.92714348328104)	(26, 39.8639706223096)	(27, 39.84796468198373)	(28, 39.81842778762401)	(29, 39.80447970799751)	(30, 39.79886924451516)	(31, 39.790375115179955)	(32, 39.78967467380379)	(33, 39.780405415505896)	(34, 39.78131026206317)	(35, 39.765787913115595)	(36, 39.7550245854269)	(37, 39.7566645917831)	(38, 39.73980186506321)	(39, 39.746236825685266)	(40, 39.722125516403835)	(41, 39.745686768521324)	(42, 39.71693873726891)	(43, 39.69420424328638)	(44, 39.68360664094289)	(45, 39.70061722927703)	(46, 39.70749540102357)	(47, 39.671486884284285)	(48, 39.6393747724056)	(49, 39.6621534585678)	(50, 39.62459481470453)	(51, 39.36453772102443)
NeuN_plus.B46_T2_HS	(1, 31.381953937775673)	(2, 31.402160749607102)	(3, 35.12520008413181)	(4, 35.76009798912576)	(5, 36.097914136932765)	(6, 39.58490525787947)	(7, 39.717038330991144)	(8, 39.78835382535194)	(9, 39.779219638920225)	(10, 39.70625558057229)	(11, 39.79843283014005)	(12, 39.72567049026013)	(13, 39.76683883782414)	(14, 39.72232684763637)	(15, 39.7613707162328)	(16, 39.75030344717817)	(17, 39.72993998085144)	(18, 39.72546609361957)	(19, 39.72468334189884)	(20, 39.72564783738404)	(21, 39.65619238964911)	(22, 39.68652490690235)	(23, 39.67902487068193)	(24, 39.66668487452027)	(25, 39.65774885425826)	(26, 39.576575155556725)	(27, 39.560547297205936)	(28, 39.54577079637711)	(29, 39.52059043215048)	(30, 39.52089725029235)	(31, 39.52099524536961)	(32, 39.4997450435535)	(33, 39.49714487278653)	(34, 39.48636606523281)	(35, 39.475608924838895)	(36, 39.46651160047647)	(37, 39.45623238369241)	(38, 39.44344689956613)	(39, 39.446147762181326)	(40, 39.42532123238267)	(41, 39.35995466597823)	(42, 39.39488668419494)	(43, 39.38379427007588)	(44, 39.3722660949661)	(45, 39.36914382934074)	(46, 39.345096648272644)	(47, 39.3298997859452)	(48, 39.3260126044843)	(49, 39.313750145137426)	(50, 39.2965419380339)	(51, 39.038470256113456)
NeuN_plus.B47_T2_HS	(1, 31.533400828749155)	(2, 31.541796202575185)	(3, 35.5336035426424)	(4, 36.01877447796378)	(5, 36.29799023387112)	(6, 39.915170558302535)	(7, 40.05096526022424)	(8, 40.106701321215596)	(9, 40.080720731542534)	(10, 40.00757310477946)	(11, 40.10496817278053)	(12, 40.052184786756555)	(13, 40.09479310787108)	(14, 40.05421350049893)	(15, 40.09164252140096)	(16, 40.07704473548386)	(17, 40.06234614614242)	(18, 40.05392861583287)	(19, 40.05796655309637)	(20, 40.06179474439479)	(21, 40.02896340431859)	(22, 40.027143064429715)	(23, 40.01810749140801)	(24, 40.02006515159977)	(25, 40.01528271906861)	(26, 39.955312524450484)	(27, 39.93800569133171)	(28, 39.93122373361352)	(29, 39.92171674671223)	(30, 39.913851007954726)	(31, 39.908905262961596)	(32, 39.9041981874219)	(33, 39.881253581717964)	(34, 39.87552055652347)	(35, 39.79033795201682)	(36, 39.809740872674816)	(37, 39.76891746602301)	(38, 39.81287592933663)	(39, 39.8223761492331)	(40, 39.82289557142569)	(41, 39.81633132727502)	(42, 39.79828152692193)	(43, 39.75330979039343)	(44, 39.700258624321556)	(45, 39.72884134563856)	(46, 39.74175266609855)	(47, 39.732946485184954)	(48, 39.713041434058674)	(49, 39.70921536329632)	(50, 39.70089123012703)	(51, 39.46400536582943)
NeuN_plus.B50_T1_HS	(1, 31.499839308126056)	(2, 31.488890379205078)	(3, 35.40859121812352)	(4, 35.911491377521365)	(5, 36.23774636404154)	(6, 39.809111785231124)	(7, 39.94591828117547)	(8, 39.989416813890784)	(9, 39.97659041170544)	(10, 39.90680727496451)	(11, 40.01956690987673)	(12, 39.93920219101913)	(13, 40.009416129809644)	(14, 39.940718549206956)	(15, 39.99280016520256)	(16, 39.96804355914846)	(17, 39.958494406336136)	(18, 39.955815511206076)	(19, 39.97398823727246)	(20, 39.96723624152642)	(21, 39.96604086608834)	(22, 39.956492038409635)	(23, 39.942599403861)	(24, 39.92682074503372)	(25, 39.9210841632658)	(26, 39.85421658641863)	(27, 39.82979189844178)	(28, 39.815742538649395)	(29, 39.821928400894436)	(30, 39.79683972503406)	(31, 39.80081614174855)	(32, 39.79464890966006)	(33, 39.78202377602472)	(34, 39.770475517459914)	(35, 39.75010067220726)	(36, 39.757301493243354)	(37, 39.7491830909361)	(38, 39.732564395206595)	(39, 39.73035410432862)	(40, 39.71629961826278)	(41, 39.71858470071168)	(42, 39.712279882912014)	(43, 39.70442577088857)	(44, 39.68809465584801)	(45, 39.6743575652243)	(46, 39.660231972435255)	(47, 39.648498322678996)	(48, 39.6368759228105)	(49, 39.62013099937102)	(50, 39.61534542261063)	(51, 39.37996788460132)
NeuN_plus.B51_T1_HS	(1, 31.411504021730686)	(2, 31.640456922094526)	(3, 35.72769756729817)	(4, 36.189933870554626)	(5, 36.4271467306426)	(6, 40.07734919756466)	(7, 40.18694714630498)	(8, 40.20551959705659)	(9, 40.22567560196455)	(10, 40.180446118593686)	(11, 40.23070678601338)	(12, 40.18248031165376)	(13, 40.20754934610442)	(14, 40.1885704288599)	(15, 40.21500341365729)	(16, 40.20915762342525)	(17, 40.163361541879496)	(18, 40.15716682975879)	(19, 40.160871007659026)	(20, 40.15750778722792)	(21, 40.14930957517987)	(22, 40.13661793133506)	(23, 39.99865458868023)	(24, 40.08421444688144)	(25, 40.11410432439201)	(26, 40.06090793177879)	(27, 40.04930296939662)	(28, 40.02728573988085)	(29, 40.01409521550548)	(30, 40.013427743607)	(31, 40.00740368423339)	(32, 40.00779665806264)	(33, 40.000953936675366)	(34, 39.99889804559168)	(35, 39.99194739628067)	(36, 39.98571211246992)	(37, 39.99258469708401)	(38, 39.97588039128457)	(39, 39.981231182803974)	(40, 39.964668590129754)	(41, 39.988685959792534)	(42, 39.9653424067927)	(43, 39.946842840518926)	(44, 39.93970409705134)	(45, 39.96101143576866)	(46, 39.97412696074471)	(47, 39.93952042013585)	(48, 39.91354704258013)	(49, 39.93967895893391)	(50, 39.903341890510916)	(51, 39.687389251902076)
NeuN_plus.B52_T1_HS	(1, 31.573452309453867)	(2, 31.58006660640782)	(3, 35.60000312604636)	(4, 36.07115083730732)	(5, 36.35575854875752)	(6, 39.996939119878306)	(7, 40.118639195137426)	(8, 40.1747864979012)	(9, 40.15890721253422)	(10, 40.097267326766925)	(11, 40.18365612665916)	(12, 40.11279790153519)	(13, 40.17037215925306)	(14, 40.12063807159211)	(15, 40.168251712915705)	(16, 40.15171265117321)	(17, 40.13623068400947)	(18, 40.13352224081515)	(19, 40.13999540784044)	(20, 40.14415090018435)	(21, 40.129768683252294)	(22, 40.123602881110834)	(23, 40.1180071309467)	(24, 40.10238263489132)	(25, 40.091309270627505)	(26, 40.03512720999269)	(27, 40.009412299214475)	(28, 40.010766902346994)	(29, 39.99963016506034)	(30, 39.97054493626783)	(31, 39.97972992943427)	(32, 39.95937773974181)	(33, 39.95154261866945)	(34, 39.94631028093313)	(35, 39.93574368464871)	(36, 39.90485882988295)	(37, 39.90240501066824)	(38, 39.876936978701885)	(39, 39.86193858216781)	(40, 39.85094347080578)	(41, 39.68019875499417)	(42, 39.795434057005856)	(43, 39.78626878921738)	(44, 39.81072329794279)	(45, 39.826580428823355)	(46, 39.81816679840659)	(47, 39.77587967046333)	(48, 39.777611777396196)	(49, 39.77205766545739)	(50, 39.744496950209836)	(51, 39.52196841161947)
NeuN_plus.B53_T1_HS	(1, 31.548027401170224)	(2, 31.550993856447544)	(3, 35.56749743680601)	(4, 36.03413922621314)	(5, 36.323923968213194)	(6, 39.94961010741031)	(7, 40.07979410682281)	(8, 40.1370571045223)	(9, 40.11480866748909)	(10, 40.054745114468574)	(11, 40.147416922861325)	(12, 40.08249475992347)	(13, 40.13555267348311)	(14, 40.09292205791628)	(15, 40.137772017624584)	(16, 40.121223066629334)	(17, 40.10658793022508)	(18, 40.10198154572176)	(19, 40.11099982423556)	(20, 40.10873430113846)	(21, 40.09685795691547)	(22, 40.08656693549056)	(23, 40.07843577192847)	(24, 40.06544547453869)	(25, 40.05247025079828)	(26, 39.99717714106669)	(27, 39.970547855453795)	(28, 39.9676286269528)	(29, 39.95474829086221)	(30, 39.93224481426794)	(31, 39.93696487234954)	(32, 39.916939267203894)	(33, 39.908034452704236)	(34, 39.90101915832394)	(35, 39.89161612004504)	(36, 39.85927294834384)	(37, 39.858000265308206)	(38, 39.82866351576002)	(39, 39.81217123689637)	(40, 39.797756472156514)	(41, 39.62418004661365)	(42, 39.74007977987143)	(43, 39.729705501606595)	(44, 39.753582356806845)	(45, 39.769851345076965)	(46, 39.7598319936247)	(47, 39.720911980635314)	(48, 39.719684039544035)	(49, 39.7129492467681)	(50, 39.68265419033531)	(51, 39.45193628435771)
NeuN_plus.B54_T1_HS	(1, 31.583922105180964)	(2, 31.596974634957007)	(3, 35.6167279991782)	(4, 36.09557687815441)	(5, 36.385433858312076)	(6, 40.04404595810159)	(7, 40.13500943787508)	(8, 40.189441530022535)	(9, 40.160222001879646)	(10, 40.109705661645435)	(11, 40.20361032503295)	(12, 40.130483180371634)	(13, 40.175737486358706)	(14, 40.12464651051046)	(15, 40.16436499114475)	(16, 40.159399028101944)	(17, 40.146289274833606)	(18, 40.14163531740724)	(19, 40.1475185410222)	(20, 40.1476457074582)	(21, 40.14068732518037)	(22, 40.13141466258209)	(23, 40.129732536189685)	(24, 40.108185883747836)	(25, 40.094550238723464)	(26, 40.0385269095087)	(27, 40.01831426920146)	(28, 40.00405862813528)	(29, 39.99093588867206)	(30, 39.97630941803638)	(31, 39.98013336808111)	(32, 39.95988906953661)	(33, 39.96704275014644)	(34, 39.95028622064904)	(35, 39.92908828614756)	(36, 39.933114680441264)	(37, 39.91511438233438)	(38, 39.90389276564634)	(39, 39.889984466685824)	(40, 39.883650516814754)	(41, 39.8780767717729)	(42, 39.8640315912987)	(43, 39.85464111232473)	(44, 39.83953100771314)	(45, 39.83541292386396)	(46, 39.77175456844158)	(47, 39.78764924981139)	(48, 39.78164941718589)	(49, 39.77841379090657)	(50, 39.7355107723856)	(51, 39.55033133960378)
NeuN_plus.B55_T1_HS	(1, 31.507765229702063)	(2, 31.489877528923778)	(3, 35.38003718804647)	(4, 35.87218839938358)	(5, 36.24221549428488)	(6, 39.848629926216844)	(7, 39.96793247030079)	(8, 40.0291539326556)	(9, 39.98623676614892)	(10, 39.9247648803766)	(11, 40.04558202989944)	(12, 39.956685772125944)	(13, 40.016837950144755)	(14, 39.94752950117125)	(15, 40.005115548862655)	(16, 39.9975770098055)	(17, 39.981330021751184)	(18, 39.97469037096106)	(19, 39.980223849809214)	(20, 39.98535065251775)	(21, 39.974271021571575)	(22, 39.96344576809686)	(23, 39.96247753180652)	(24, 39.93382535845991)	(25, 39.92358359830705)	(26, 39.84835288897461)	(27, 39.82284731459496)	(28, 39.8103119834753)	(29, 39.79550972900891)	(30, 39.77418766200321)	(31, 39.78118731757807)	(32, 39.756567772341256)	(33, 39.76133604036204)	(34, 39.739900437935134)	(35, 39.721820712074766)	(36, 39.723717154083516)	(37, 39.70496508697085)	(38, 39.691116012973964)	(39, 39.67442284203577)	(40, 39.66719231364353)	(41, 39.66279677435037)	(42, 39.64878585450376)	(43, 39.635945537401476)	(44, 39.61713061096943)	(45, 39.61340977860187)	(46, 39.54757951150502)	(47, 39.559097451022495)	(48, 39.54981902683669)	(49, 39.54396616519406)	(50, 39.49759896832311)	(51, 39.28681744262976)
NeuN_plus.B56_T1_HS	(1, 31.499639906766987)	(2, 31.53723404204439)	(3, 35.50469517765859)	(4, 36.01409418975292)	(5, 36.3298595775091)	(6, 39.95127267537554)	(7, 40.04997939113108)	(8, 40.09716437459759)	(9, 40.07832361175665)	(10, 40.016363030606634)	(11, 40.12974341408177)	(12, 40.04881689596285)	(13, 40.097434886926706)	(14, 40.036986324300855)	(15, 40.09059201546703)	(16, 40.07460976826908)	(17, 40.063883743978636)	(18, 40.062628903477126)	(19, 40.056157919511485)	(20, 40.05567482351892)	(21, 40.06153719300605)	(22, 40.046194743815356)	(23, 40.0347234905809)	(24, 39.98972736126032)	(25, 39.994382105552035)	(26, 39.93155439273091)	(27, 39.92115646507727)	(28, 39.90618274676574)	(29, 39.901720785553266)	(30, 39.8644041454197)	(31, 39.8759014742061)	(32, 39.84287266493002)	(33, 39.842775326405935)	(34, 39.84361305373123)	(35, 39.79424220055466)	(36, 39.81479520695771)	(37, 39.81004511376584)	(38, 39.80653884161991)	(39, 39.78908008303236)	(40, 39.77982483083175)	(41, 39.772403304038356)	(42, 39.76043273172399)	(43, 39.749083763836616)	(44, 39.7376787803835)	(45, 39.721893754656605)	(46, 39.70179273724137)	(47, 39.68949096906833)	(48, 39.67361380844915)	(49, 39.671069615123514)	(50, 39.65301747033284)	(51, 39.4168833555237)
NeuN_plus.B57_T2_HS	(1, 31.389922871201943)	(2, 31.426559168086946)	(3, 35.11106368550667)	(4, 35.75853305275201)	(5, 36.04976780797559)	(6, 39.40991307762846)	(7, 39.57251535195962)	(8, 39.597778998207524)	(9, 39.673630516296065)	(10, 39.55566340342788)	(11, 39.62226066302496)	(12, 39.5612821332977)	(13, 39.5664638576316)	(14, 39.55108632064464)	(15, 39.54344255469817)	(16, 39.501167858418235)	(17, 39.44648340219325)	(18, 39.424815352114955)	(19, 39.41279283921776)	(20, 39.402092443033034)	(21, 39.39421955417128)	(22, 39.36208731673941)	(23, 39.33743841732613)	(24, 39.299863184228734)	(25, 39.259719550968654)	(26, 39.09943566265016)	(27, 39.03450690935265)	(28, 38.969942714209814)	(29, 38.8862650463795)	(30, 38.808226493516905)	(31, 38.732491002937564)	(32, 38.613071155144084)	(33, 38.536515356357775)	(34, 38.44673570268558)	(35, 38.336256134007726)	(36, 38.248754096152425)	(37, 37.15101018719087)	(38, 29.029376723712303)	(39, 28.07702982212414)	(40, 28.021111474075227)	(41, 27.66653508853913)	(42, 28.03814414836777)	(43, 28.40487998299799)	(44, 29.20472910883944)	(45, 31.64749690807108)	(46, 34.629256416728786)	(47, 35.914451650378744)	(48, 36.35298331107989)	(49, 36.46206594205672)	(50, 36.17314698980258)	(51, 31.6550685058842)
NeuN_plus.B58_T1_HS	(1, 31.41671999081049)	(2, 31.443045010561463)	(3, 35.21091796347897)	(4, 35.84436482876927)	(5, 36.14327682188761)	(6, 39.64717707413365)	(7, 39.769475866728335)	(8, 39.83284377310279)	(9, 39.85285816705596)	(10, 39.7709128640467)	(11, 39.860008218085554)	(12, 39.782875308364325)	(13, 39.822790042396164)	(14, 39.78570729882574)	(15, 39.814571706072144)	(16, 39.800343387267795)	(17, 39.777188146779075)	(18, 39.770910779511134)	(19, 39.77133022568263)	(20, 39.77038022602666)	(21, 39.70321721106664)	(22, 39.7319384749798)	(23, 39.723935989962634)	(24, 39.713233545518676)	(25, 39.70755473774889)	(26, 39.63023412578755)	(27, 39.617146862944026)	(28, 39.60156187196999)	(29, 39.57708288870425)	(30, 39.58124581594137)	(31, 39.58244489408765)	(32, 39.562598360103706)	(33, 39.561036086899804)	(34, 39.55162016138349)	(35, 39.541794569772314)	(36, 39.53294197040113)	(37, 39.52598448030358)	(38, 39.51340435518411)	(39, 39.517666760219996)	(40, 39.49771360145821)	(41, 39.4323916075595)	(42, 39.46841470176855)	(43, 39.458471937316105)	(44, 39.44931977607825)	(45, 39.44912951910658)	(46, 39.42714610106979)	(47, 39.413691552463504)	(48, 39.41238860802254)	(49, 39.40258658890377)	(50, 39.38559588431806)	(51, 39.12484979393112)
NeuN_plus.B60_T1_HS	(1, 31.377743138362547)	(2, 31.486087367258673)	(3, 35.34095482285551)	(4, 35.903636589148626)	(5, 36.21200458404036)	(6, 39.7485742767078)	(7, 39.8792004167899)	(8, 39.92803895677683)	(9, 39.94780211829467)	(10, 39.8569291523376)	(11, 39.93968037640797)	(12, 39.86349344462503)	(13, 39.91109617986278)	(14, 39.878667958506384)	(15, 39.91716699334214)	(16, 39.903292651011014)	(17, 39.88611936150403)	(18, 39.87977431356603)	(19, 39.8830516700307)	(20, 39.88065035869899)	(21, 39.858142758376836)	(22, 39.85314908899494)	(23, 39.84432939156484)	(24, 39.84250169327652)	(25, 39.8336522444409)	(26, 39.765404060431834)	(27, 39.74473635890626)	(28, 39.5695359388737)	(29, 39.67794508852529)	(30, 39.699991244817994)	(31, 39.7001678346773)	(32, 39.689465543427254)	(33, 39.69043086979896)	(34, 39.67783147382545)	(35, 39.67246864111333)	(36, 39.67255313942857)	(37, 39.61113102494673)	(38, 39.63327883863051)	(39, 39.640407448335985)	(40, 39.629329467902465)	(41, 39.624351295733156)	(42, 39.62079611086168)	(43, 39.62397863303236)	(44, 39.54073819965625)	(45, 39.56299530449321)	(46, 39.510668297364354)	(47, 39.54027545856279)	(48, 39.542688848803)	(49, 39.48551702389746)	(50, 39.50997766482812)	(51, 39.25438302921461)
